,roles,companies,locations,experience,skills,skill index
430,Academic Counsellor- Data Scientist,AcadsHR,"'Mumbai', ' Hyderabad', ' Chennai', ' Gurgaon', 'Bangalore'",1-4 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
431,Junior Programmer Data Scientist,GSK India,'Bangalore',2-5 ,"['_', 'data science', '_', 'r', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
432,Data Scientist,Tide Software,'Hyderabad',0-5 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'computer science', '_', '_', '_', '_', '_']",-1.0
433,"Data Scientist,Pan India",IQM Corporation,'Remote',0-3 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_']",-1.0
434,Senio Executive - Data Scientist,NielsenIQ,'Vadodara',0-4 ,"['_', '_', '_', '_', '_', 'data science', '_', 'r', '_', '_', '_', 'data scientist', '_', 'big data', '_', '_', '_']",-1.0
435,Trainee Data Scientists,EinNel Technologies,'Chennai',0-1 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
436,Senior Data Scientist - Product Development Firm - IIT/ NIT/ BITS,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",5-10 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
437,Senior Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',5-9 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
438,Senior Manager - Data Scientist - Banking Domain - IIT/NIT/BITS,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",8-12 ,"['_', 'sql', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
439,Senior Business Analytics - Data Scientist/ NASDAQ Firm,Huquo Consulting Pvt. Ltd,'Gurgaon',1-3 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
440,Senior Business Analytics - Data Scientist/NASDAQ Firm,Huquo Consulting Pvt. Ltd,'Gurgaon',1-3 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
441,Senior/Lead Data Scientist - (Revenue Management),o9 Solutions Management India Private Limited,'Bangalore',4-9 ,"['_', 'machine learning', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
442,Senior/Lead - Data Scientist (Supply Chain),o9 Solutions Management India Private Limited,'Bangalore',4-9 ,"['_', 'data science', '_', 'machine learning', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
443,Data Scientist || Machine Learning Engineer || Deep Learning,Schlesinger Group,"'Noida', ' Gurgaon', 'Delhi'",3-6 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', 'r', '_', '_', '_']",-1.0
444,Data Scientist | Data Engineer | Machine Learning,Pitney Bowes India Pvt ltd,'Noida',4-9 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
445,Lead - Data Analyst / Scientist,Axim Technologies,'Bangalore',12-14 ,"['_', 'r', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1.0
446,Senior Manager / Manager - Data Scientist (NLP),RiverForest Connections Private Limited,"'Mumbai', ' New Delhi', ' Pune', ' Chennai', ' Gurgaon', ' Bangalore', 'Mumbai'",2-7 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
447,Senior Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
448,Data Scientist,Alp Consulting Limited,'Pune',4-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
449,Data Scientist,Flipkart,'Bengaluru',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'python', '_']",-1.0
450,Data Scientist: Advanced Analytics,IBM,'Bangalore',5-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
451,Data Scientist: Advanced Analytics,IBM,'Bengaluru',5-7 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
452,FTE - Regional BI - Data Scientist,Schneider Electric,'Bangalore',3-5 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'big data', '_']",-1.0
453,Principal Data Scientist,24 7 ai,'Bangalore',8-13 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', 'computer science', '_']",-1.0
454,Data Scientist,Infosys,'Bangalore',2-7 ,"['_', 'data science', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
455,Data Scientist,Intel,'Bangalore',3-5 ,"['_', 'computer science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
456,Data Scientist - AI Flagship,Schneider Electric,'Bangalore',4-7 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'machine learning', '_']",-1.0
457,Data Scientist,Sony,'Bengaluru',4-9 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_']",-1.0
458,Commercial Analytics Data Scientist,Dell,'Bangalore',12-15 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_']",-1.0
459,Spark ML Data Scientist,Wipro,"'Bangalore', 'Pune\n'",10-17 ,"['_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
460,Spark ML Data Scientist,Wipro,"'Hyderabad', ' Pune', 'Bangalore'",11-18 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
461,Data Scientist,ECL FINANCE LIMITED,'Mumbai',2-6 ,"['_', '_', '_', 'sql', '_', 'python', '_']",-1.0
462,Data Scientist,Sutherland,'Hyderabad',4-9 ,"['_', 'r', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",1.0
463,Data Scientist,Philips India Limited,'Bangalore',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
464,Analytics - Data Scientist,Schneider Electric,'Bangalore',4-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
465,Associate Data Scientist (Opening in MNC) (Bangalore),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',3-8 ,"['_', '_', '_', '_', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'r', '_']",-1.0
466,Senior Data Scientist /Senior Software Engineer,Terawe Technologies Pvt. Ltd.,"'Kochi', ' Hyderabad', 'Bangalore'",6-10 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
467,Associate Data Scientist,Synechron,'Bangalore',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
468,Associate Data Scientist,Right Step Consulting,'Noida',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
469,Associate Data Scientist,Blow Trumpet Solutions,'Delhi',1-5 ,"['_', 'it skills', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
470,Data Scientist - Deep Learning Solutions,Huquo Consulting Pvt. Ltd,"'Noida', ' Pune', ' Gurgaon', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_']",-1.0
471,Data Scientist - NLP/ ML/ Python,Elixir Web Solutions,"'Gurgaon', 'Bangalore'",2-7 ,"['_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",-1.0
472,Data Scientist - Spark/Python/Redshift,Career Infosystem,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Ahmedabad', ' Bangalore', 'Delhi'",6-9 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', 'r', '_']",-1.0
473,Data Scientist - NLP/Python/Spark,TalPro,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bangalore'",3-8 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
474,Data Scientist - NLP/Hadoop,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
475,Data Scientist - SAS/Python/Neural Networks,Nestor Services,"'Kolkata', ' Mumbai', ' Visakhapatnam', ' Hyderabad', ' Pune', ' Chennai', ' Ahmedabad', ' Delhi ', 'Bangalore'",5-10 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
476,Data Scientist - NLP/Hadoop,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
477,Data Scientist/Lead Data Scientist (Remote),NIFTEL COMMUNICATIONS PRIVATE LIMITED,"'Kolkata', ' Pune', ' Ahmedabad', ' Bangalore', ' Delhi ', 'Mumbai'",3-8 ,"['_', 'it skills', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
478,Lead Data Scientist,SPOTALENT,"'Mumbai', ' Gurgaon', 'Bangalore'",9-14 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
479,Lead Data Scientist,Thoucentric,'Bangalore',6-10 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
480,Senior Data Scientist,Fractal Analytics,'Mumbai',5-9 ,"['_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
481,Sr. Data Scientist,mPokket,'Kolkata',5-10 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
482,Urgent Hiring For Data Scientist,Mount Talent Consulting Private Limited,"'Gurgaon', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_']",-1.0
483,Data Scientist: Artificial Intelligence,IBM,'Delhi',4-6 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
484,Data Scientist: Artificial Intelligence,IBM,'Gurgaon',4-8 ,"['_', 'it skills', '_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
485,Sr. Associate Consultant Data Scientist,Eli Lilly and Company,'Bangalore',3-5 ,"['_', 'r', '_', 'data scientist', '_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",1.0
486,Senior Associate - Data Scientist,Paonta Valley LLP,"'Hyderabad', 'Bangalore'",2-5 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
487,Lead Data Scientist,Fractal Analytics,'Mumbai',5-9 ,"['_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
488,Lead Data Scientist,mPokket,'Kolkata',6-11 ,"['_', 'r', '_', '_', '_', 'data scientist', '_', '_', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",1.0
489,Lead Data Scientist,Zinnov,'Pune',11-15 ,"['_', 'data science', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
490,Lead Data Scientist,Verizon,'Chennai',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
491,Data scientist / Data Analyst / AI Expert,Innovadors Lab Pvt Ltd,'Bhubaneswar',1-2 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
492,Data Scientist and Analyst,Diverse Lynx,'Pune',2-6 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
493,Computer Vision Developer-Data Scientist,TopGear Consultants Pvt Ltd.,'Bangalore',3-5 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_']",-1.0
494,Data Scientist at Shadowfax,Blob Infotech Pvt Ltd,'Bangalore',2-7 ,"['_', 'python', '_', 'machine learning', '_', 'data science', '_', 'java', '_', '_', '_']",-1.0
495,Data Scientist | Bangalore,Idyllic Services Pvt Ltd,'Bangalore',4-6 ,"['_', '_', '_', '_', '_', '_', '_', 'r', '_', '_', '_', 'python', '_', 'sql', '_']",-1.0
496,Data scientist- Reputed company - Delhi,PMS Consulting,'Delhi',2-4 ,"['_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', 'machine learning', '_']",-1.0
497,Associate Data Scientist - Java/ Scala/ Apache Server,Smart work Consultants,'Noida',1-4 ,"['_', 'java', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
498,Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"['_', 'machine learning', '_', '_', '_', 'python', '_', 'it skills', '_', 'java', '_', '_', '_', '_', '_', 'big data', '_']",-1.0
499,Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"['_', '_', '_', 'machine learning', '_', 'python', '_', 'it skills', '_', 'java', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
500,Associate Vice President - Data Scientist - IIT/NIT/IIM/XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"['_', 'machine learning', '_', '_', '_', 'python', '_', 'it skills', '_', 'java', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
501,"MNC Hiring For "" Director- Data Scientist"" - Gurgaon",ESS CEE HR SOLUTIONS,'Gurgaon',7-12 ,"['_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
502,Data Scientist III,Groupon,'Bangalore',6-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
503,"Data Scientist , Data Products",Visa,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', 'data science', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
504,Data Scientist II,Groupon,'Bangalore',3-6 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
505,Data Scientist,WinZO,'NewDelhi',3-7 ,"['_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', 'python', '_']",-1.0
506,Data Scientist,Microland,'Bangalore',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
507,Data Scientist,Origo Commodities India Private Limited,'Gurgaon',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
508,Data Scientist / 0-15 Days,Synechron,'Bangalore',4-9 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
509,Consultant - Data scientist,Flexing It,"'New Delhi', 'Jaipur'",3-6 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",-1.0
510,Data Scientist,Nihilent,'Gurgaon',5-8 ,"['_', 'data science', '_', '_', '_', 'it skills', '_', 'big data', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_']",-1.0
511,"Data Scientist, Machine Learning",Fractal Analytics,'Bengaluru',3-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
512,Data Scientist Openings with AT&T,AT&T,'Bangalore',10-15 ,"['_', 'data science', '_', '_', '_', 'it skills', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
513,Data Scientist-Analytics Insights,Hiring Joint,'Noida',5-6 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
514,Data Scientist,Opera Solutions India Private Limited,'NewDelhi',10-15 ,"['_', '_', '_', 'computer science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
515,Data Scientist,Harappa Learning Pvt Ltd,'NewDelhi',3-6 ,"['_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
516,Data Scientist,Quarks,'NewDelhi',3-8 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
517,"NLP , Data Scientist",Fractal Analytics,"'Mumbai', 'Bangalore'",3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_']",-1.0
518,Data Scientist,Intellect Design Arena Limited,"'Mumbai', ' Hyderabad', ' New Delhi', ' Pune', 'Chennai'",2-7 ,"['_', '_', '_', 'data scientist', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
519,Data Scientist,Paytm,"'Noida', ' Bangalore', 'Mumbai'",3-7 ,"['_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
520,Data Scientist,Smartanalyst India Pvt Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', 'r', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
521,"AM Data Scientist - Goods & Service Tax Network, Delhi",NISG (National Institute for Smart Government),'Delhi',3-8 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
522,Data Scientist,vDoIT Technologies Pvt. Ltd.,'Gurgaon',5-7 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
523,Ethics and Compliance Business Data Scientist,RB HOLDINGS PRIVATE LIMITED,'Gurgaon',2-3 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
524,Data Scientist,BrickRed Systems,'Noida',3-7 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
525,Data Scientist,Pratham Edusys,"'Mumbai', ' Delhi', ' uttar pradesh', 'rajasthan'",5-7 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
526,Data Scientist,T & A Solutions,'Gurgaon',2-6 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_']",-1.0
527,DATA SCIENTIST,Saffron Consultancy Services(scs),'Delhi',7-12 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_']",-1.0
528,Data Scientist,Lenskart,'Faridabad',3-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",-1.0
529,Data Scientist,Jubna,'Noida',4-9 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
530,Data Scientist,Siemens,'Gurgaon',4-8 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
531,Data Scientist,AgreeYa,'Noida',3-7 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', '_', '_', 'it skills', '_', 'data science', '_']",-1.0
532,Data Scientist IRC,GlobalLogic,'Noida',10-15 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'sql', '_', 'python', '_', 'data science', '_']",-1.0
533,Data Scientist,Infognana (IG) Solutions,'Noida',4-6 ,"['_', 'computer science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
534,Hiring Data Scientist || Hanu Software,Hanu Software Solutions,'Remote',13-21 ,"['_', 'machine learning', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', 'artificial intelligence', '_', '_', '_', 'big data', '_']",-1.0
535,Data Scientist,Priority Vendor,'Noida',3-5 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
